27, 1, 2, RGBA(70, 70, 70, 255), RGBA(70, 70, 70, 160), RGBA(68, 68, 68, 255), RGBA(80, 80, 80, 160)
186, 1, 1, RGBA(78, 78, 78, 255), RGBA(70, 70, 70, 160), RGBA(70, 70, 70, 255), RGBA(70, 70, 70, 160)
460, 2, 2, RGBA(70, 70, 70, 255), RGBA(70, 70, 70, 160), RGBA(76, 76, 76, 255), RGBA(80, 80, 80, 160)
856, 2, 2, RGBA(70, 70, 70, 255), RGBA(70, 70, 70, 160), RGBA(76, 76, 76, 255), RGBA(80, 80, 80, 160)
512, 2, 1, RGBA(70, 70, 70, 255), RGBA(70, 70, 70, 160), RGBA(70, 70, 70, 255), RGBA(70, 70, 70, 160)
935, 2, 2, RGBA(70, 70, 70, 255), RGBA(70, 70, 70, 160), RGBA(80, 80, 80, 255), RGBA(60, 60, 60, 160)
184, 1, 2, RGBA(74, 74, 74, 255), RGBA(70, 70, 70, 160), RGBA(70, 70, 70, 255), RGBA(70, 70, 70, 160)
24, 2, 2, RGBA(62, 62, 62, 255), RGBA(80, 80, 80, 160), RGBA(70, 70, 70, 255), RGBA(70, 70, 70, 160)
457, 1, 2, RGBA(70, 70, 70, 255), RGBA(80, 80, 80, 160), RGBA(70, 70, 70, 255), RGBA(70, 70, 70, 160)
16, 2, 2, RGBA(68, 68, 68, 255), RGBA(70, 70, 70, 160), RGBA(70, 70, 70, 255), RGBA(70, 70, 70, 160)
829, 1, 2, RGBA(70, 70, 70, 255), RGBA(70, 70, 70, 160), RGBA(66, 66, 66, 255), RGBA(60, 60, 60, 160)
489, 1, 2, RGBA(70, 70, 70, 255), RGBA(70, 70, 70, 160), RGBA(68, 68, 68, 255), RGBA(80, 80, 80, 160)
709, 1, 2, RGBA(70, 70, 70, 255), RGBA(70, 70, 70, 160), RGBA(68, 68, 68, 255), RGBA(70, 70, 70, 160)
285, 1, 1, RGBA(78, 78, 78, 255), RGBA(70, 70, 70, 160), RGBA(70, 70, 70, 255), RGBA(70, 70, 70, 160)
134, 2, 1, RGBA(62, 62, 62, 255), RGBA(60, 60, 60, 160), RGBA(70, 70, 70, 255), RGBA(70, 70, 70, 160)
492, 2, 2, RGBA(70, 70, 70, 255), RGBA(70, 70, 70, 160), RGBA(74, 74, 74, 255), RGBA(80, 80, 80, 160)
247, 1, 2, RGBA(70, 70, 70, 255), RGBA(70, 70, 70, 160), RGBA(68, 68, 68, 255), RGBA(70, 70, 70, 160)
898, 2, 1, RGBA(70, 70, 70, 255), RGBA(70, 70, 70, 160), RGBA(72, 72, 72, 255), RGBA(60, 60, 60, 160)
944, 2, 2, RGBA(70, 70, 70, 255), RGBA(70, 70, 70, 160), RGBA(76, 76, 76, 255), RGBA(70, 70, 70, 160)
631, 2, 1, RGBA(66, 66, 66, 255), RGBA(60, 60, 60, 160), RGBA(70, 70, 70, 255), RGBA(70, 70, 70, 160)
4, 2, 2, RGBA(66, 66, 66, 255), RGBA(60, 60, 60, 160), RGBA(70, 70, 70, 255), RGBA(70, 70, 70, 160)
447, 2, 2, RGBA(70, 70, 70, 255), RGBA(70, 70, 70, 160), RGBA(72, 72, 72, 255), RGBA(70, 70, 70, 160)
950, 2, 2, RGBA(66, 66, 66, 255), RGBA(80, 80, 80, 160), RGBA(70, 70, 70, 255), RGBA(70, 70, 70, 160)
861, 2, 1, RGBA(64, 64, 64, 255), RGBA(60, 60, 60, 160), RGBA(70, 70, 70, 255), RGBA(70, 70, 70, 160)
787, 2, 2, RGBA(70, 70, 70, 255), RGBA(70, 70, 70, 160), RGBA(70, 70, 70, 255), RGBA(80, 80, 80, 160)
477, 1, 1, RGBA(70, 70, 70, 255), RGBA(70, 70, 70, 160), RGBA(66, 66, 66, 255), RGBA(70, 70, 70, 160)
508, 1, 2, RGBA(70, 70, 70, 255), RGBA(70, 70, 70, 160), RGBA(62, 62, 62, 255), RGBA(70, 70, 70, 160)
278, 2, 2, RGBA(64, 64, 64, 255), RGBA(70, 70, 70, 160), RGBA(70, 70, 70, 255), RGBA(70, 70, 70, 160)
323, 2, 2, RGBA(66, 66, 66, 255), RGBA(80, 80, 80, 160), RGBA(70, 70, 70, 255), RGBA(70, 70, 70, 160)
358, 1, 2, RGBA(70, 70, 70, 255), RGBA(80, 80, 80, 160), RGBA(70, 70, 70, 255), RGBA(70, 70, 70, 160)
643, 1, 1, RGBA(70, 70, 70, 255), RGBA(70, 70, 70, 160), RGBA(68, 68, 68, 255), RGBA(70, 70, 70, 160)
423, 2, 2, RGBA(68, 68, 68, 255), RGBA(80, 80, 80, 160), RGBA(70, 70, 70, 255), RGBA(70, 70, 70, 160)
