50,50,50,40,40,40,48,48,48,40,40,40,989,1
40,40,40,50,50,50,40,40,40,42,42,42,95,2
40,40,40,50,50,50,40,40,40,48,48,48,626,2
40,40,40,40,40,40,40,40,40,42,42,42,810,2
50,50,50,40,40,40,38,38,38,40,40,40,654,2
50,50,50,40,40,40,44,44,44,40,40,40,459,1
30,30,30,40,40,40,46,46,46,40,40,40,141,1
40,40,40,30,30,30,40,40,40,40,40,40,699,2
40,40,40,30,30,30,40,40,40,32,32,32,167,1
40,40,40,40,40,40,40,40,40,42,42,42,513,2
40,40,40,50,50,50,40,40,40,32,32,32,57,1
30,30,30,40,40,40,44,44,44,40,40,40,437,1
30,30,30,40,40,40,38,38,38,40,40,40,731,2
40,40,40,30,30,30,40,40,40,32,32,32,299,1
40,40,40,30,30,30,40,40,40,48,48,48,241,2
40,40,40,50,50,50,40,40,40,44,44,44,690,2
40,40,40,50,50,50,40,40,40,38,38,38,192,1
30,30,30,40,40,40,30,30,30,40,40,40,826,2
40,40,40,40,40,40,42,42,42,40,40,40,84,1
40,40,40,50,50,50,40,40,40,38,38,38,984,1
40,40,40,30,30,30,40,40,40,42,42,42,40,2
40,40,40,30,30,30,40,40,40,44,44,44,41,2
40,40,40,40,40,40,46,46,46,40,40,40,317,1
30,30,30,40,40,40,32,32,32,40,40,40,530,2
40,40,40,40,40,40,44,44,44,40,40,40,151,1
40,40,40,40,40,40,40,40,40,48,48,48,846,2
40,40,40,40,40,40,40,40,40,40,40,40,974,2
40,40,40,30,30,30,40,40,40,36,36,36,136,1
40,40,40,40,40,40,40,40,40,30,30,30,639,1
40,40,40,40,40,40,40,40,40,32,32,32,79,1
40,40,40,30,30,30,40,40,40,50,50,50,143,2
30,30,30,40,40,40,48,48,48,40,40,40,769,1
40,40,40,50,50,50,40,40,40,50,50,50,264,2
40,40,40,30,30,30,40,40,40,44,44,44,371,2
40,40,40,40,40,40,40,40,40,32,32,32,508,1
40,40,40,40,40,40,40,40,40,32,32,32,376,1
30,30,30,40,40,40,48,48,48,40,40,40,109,1
40,40,40,40,40,40,36,36,36,40,40,40,708,2
30,30,30,40,40,40,34,34,34,40,40,40,729,2
30,30,30,40,40,40,32,32,32,40,40,40,200,2
40,40,40,50,50,50,40,40,40,32,32,32,651,1
30,30,30,40,40,40,34,34,34,40,40,40,234,2
40,40,40,40,40,40,40,40,40,48,48,48,153,2
40,40,40,50,50,50,40,40,40,44,44,44,63,2
40,40,40,40,40,40,40,40,40,34,34,34,212,1
40,40,40,30,30,30,40,40,40,44,44,44,635,2
30,30,30,40,40,40,42,42,42,40,40,40,700,1
40,40,40,40,40,40,44,44,44,40,40,40,712,1
30,30,30,40,40,40,36,36,36,40,40,40,763,2
30,30,30,40,40,40,48,48,48,40,40,40,307,1
40,40,40,40,40,40,40,40,40,46,46,46,713,2
40,40,40,30,30,30,40,40,40,36,36,36,730,1
50,50,50,40,40,40,32,32,32,40,40,40,453,2
40,40,40,40,40,40,48,48,48,40,40,40,879,1
40,40,40,50,50,50,40,40,40,32,32,32,750,1
40,40,40,40,40,40,44,44,44,40,40,40,844,1
40,40,40,30,30,30,40,40,40,30,30,30,232,1
40,40,40,50,50,50,40,40,40,50,50,50,660,2
40,40,40,50,50,50,40,40,40,44,44,44,360,2
40,40,40,50,50,50,40,40,40,42,42,42,920,2
30,30,30,40,40,40,50,50,50,40,40,40,407,1
40,40,40,30,30,30,40,40,40,32,32,32,662,1
40,40,40,40,40,40,42,42,42,40,40,40,975,1
40,40,40,40,40,40,50,50,50,40,40,40,55,1
40,40,40,40,40,40,38,38,38,40,40,40,808,2
40,40,40,40,40,40,34,34,34,40,40,40,806,2
40,40,40,30,30,30,40,40,40,34,34,34,69,1
40,40,40,40,40,40,40,40,40,46,46,46,614,2
40,40,40,50,50,50,40,40,40,48,48,48,593,2
40,40,40,50,50,50,40,40,40,30,30,30,89,1
40,40,40,30,30,30,40,40,40,36,36,36,532,1
40,40,40,50,50,50,40,40,40,30,30,30,848,1
40,40,40,40,40,40,36,36,36,40,40,40,873,2
40,40,40,40,40,40,40,40,40,36,36,36,114,1
40,40,40,40,40,40,40,40,40,30,30,30,342,1
40,40,40,50,50,50,40,40,40,46,46,46,790,2
50,50,50,40,40,40,30,30,30,40,40,40,980,2
40,40,40,30,30,30,40,40,40,44,44,44,536,2
30,30,30,40,40,40,40,40,40,40,40,40,39,1
40,40,40,40,40,40,30,30,30,40,40,40,771,2
40,40,40,30,30,30,40,40,40,48,48,48,208,2
50,50,50,40,40,40,44,44,44,40,40,40,393,1
50,50,50,40,40,40,30,30,30,40,40,40,23,2
40,40,40,40,40,40,36,36,36,40,40,40,147,2
40,40,40,50,50,50,40,40,40,32,32,32,321,1
40,40,40,30,30,30,40,40,40,32,32,32,431,1
50,50,50,40,40,40,50,50,50,40,40,40,495,1
40,40,40,50,50,50,40,40,40,46,46,46,394,2
40,40,40,40,40,40,40,40,40,46,46,46,779,2
40,40,40,40,40,40,34,34,34,40,40,40,509,2
30,30,30,40,40,40,48,48,48,40,40,40,802,1
40,40,40,40,40,40,30,30,30,40,40,40,441,2
40,40,40,50,50,50,40,40,40,36,36,36,653,1
40,40,40,50,50,50,40,40,40,40,40,40,589,2
40,40,40,40,40,40,50,50,50,40,40,40,550,1
40,40,40,40,40,40,40,40,40,36,36,36,15,1
40,40,40,30,30,30,40,40,40,40,40,40,171,2
40,40,40,40,40,40,40,40,40,42,42,42,711,2
40,40,40,30,30,30,40,40,40,46,46,46,174,2
30,30,30,40,40,40,34,34,34,40,40,40,762,2
40,40,40,50,50,50,40,40,40,34,34,34,949,1
40,40,40,40,40,40,50,50,50,40,40,40,319,1
50,50,50,40,40,40,48,48,48,40,40,40,362,1
50,50,50,40,40,40,42,42,42,40,40,40,128,1
