70,70,70,60,60,60,70,70,70,64,64,64,630,1
70,70,70,70,70,70,62,62,62,70,70,70,343,2
80,80,80,70,70,70,80,80,80,70,70,70,660,1
60,60,60,70,70,70,80,80,80,70,70,70,935,1
70,70,70,70,70,70,62,62,62,70,70,70,574,2
70,70,70,80,80,80,70,70,70,80,80,80,990,2
80,80,80,70,70,70,80,80,80,70,70,70,165,1
70,70,70,70,70,70,70,70,70,70,70,70,842,2
60,60,60,70,70,70,64,64,64,70,70,70,465,2
80,80,80,70,70,70,72,72,72,70,70,70,788,1
70,70,70,70,70,70,62,62,62,70,70,70,211,2
70,70,70,80,80,80,70,70,70,68,68,68,258,1
60,60,60,70,70,70,64,64,64,70,70,70,3,2
70,70,70,70,70,70,70,70,70,78,78,78,714,2
70,70,70,60,60,60,70,70,70,72,72,72,799,2
70,70,70,70,70,70,70,70,70,80,80,80,550,2
70,70,70,60,60,60,70,70,70,68,68,68,830,1
80,80,80,70,70,70,72,72,72,70,70,70,194,1
80,80,80,70,70,70,68,68,68,70,70,70,786,2
60,60,60,70,70,70,80,80,80,70,70,70,44,1
70,70,70,80,80,80,70,70,70,78,78,78,989,2
70,70,70,70,70,70,72,72,72,70,70,70,150,1
70,70,70,70,70,70,70,70,70,80,80,80,220,2
70,70,70,80,80,80,70,70,70,66,66,66,818,1
60,60,60,70,70,70,70,70,70,70,70,70,831,1
70,70,70,60,60,60,70,70,70,60,60,60,958,1
70,70,70,60,60,60,70,70,70,78,78,78,340,2
60,60,60,70,70,70,68,68,68,70,70,70,236,2
70,70,70,80,80,80,70,70,70,74,74,74,624,2
70,70,70,70,70,70,74,74,74,70,70,70,613,1
70,70,70,60,60,60,70,70,70,76,76,76,372,2
70,70,70,60,60,60,70,70,70,62,62,62,695,1
70,70,70,70,70,70,76,76,76,70,70,70,482,1
70,70,70,70,70,70,74,74,74,70,70,70,19,1
70,70,70,60,60,60,70,70,70,62,62,62,860,1
70,70,70,60,60,60,70,70,70,80,80,80,836,2
70,70,70,70,70,70,70,70,70,62,62,62,607,1
70,70,70,70,70,70,70,70,70,68,68,68,346,1
70,70,70,80,80,80,70,70,70,76,76,76,394,2
70,70,70,80,80,80,70,70,70,64,64,64,124,1
60,60,60,70,70,70,60,60,60,70,70,70,562,2
70,70,70,60,60,60,70,70,70,72,72,72,733,2
80,80,80,70,70,70,78,78,78,70,70,70,329,1
70,70,70,60,60,60,70,70,70,66,66,66,466,1
70,70,70,70,70,70,70,70,70,74,74,74,382,2
70,70,70,70,70,70,70,70,70,60,60,60,408,1
70,70,70,70,70,70,70,70,70,76,76,76,944,2
70,70,70,80,80,80,70,70,70,78,78,78,857,2
70,70,70,80,80,80,70,70,70,66,66,66,125,1
70,70,70,70,70,70,70,70,70,74,74,74,118,2
70,70,70,70,70,70,70,70,70,60,60,60,12,1
70,70,70,80,80,80,70,70,70,60,60,60,320,1
70,70,70,70,70,70,80,80,80,70,70,70,352,1
70,70,70,70,70,70,60,60,60,70,70,70,903,2
60,60,60,70,70,70,62,62,62,70,70,70,464,2
70,70,70,70,70,70,70,70,70,78,78,78,153,2
70,70,70,70,70,70,70,70,70,80,80,80,484,2
60,60,60,70,70,70,64,64,64,70,70,70,597,2
70,70,70,70,70,70,70,70,70,80,80,80,946,2
70,70,70,80,80,80,70,70,70,72,72,72,557,2
70,70,70,80,80,80,70,70,70,66,66,66,620,1
70,70,70,80,80,80,70,70,70,78,78,78,197,2
60,60,60,70,70,70,74,74,74,70,70,70,173,1
60,60,60,70,70,70,74,74,74,70,70,70,8,1
60,60,60,70,70,70,78,78,78,70,70,70,802,1
70,70,70,70,70,70,70,70,70,66,66,66,411,1
70,70,70,80,80,80,70,70,70,78,78,78,560,2
70,70,70,70,70,70,70,70,70,70,70,70,149,2
70,70,70,70,70,70,70,70,70,78,78,78,219,2
70,70,70,70,70,70,70,70,70,74,74,74,547,2
80,80,80,70,70,70,72,72,72,70,70,70,656,1
70,70,70,60,60,60,70,70,70,68,68,68,566,1
70,70,70,60,60,60,70,70,70,78,78,78,109,2
70,70,70,80,80,80,70,70,70,72,72,72,755,2
60,60,60,70,70,70,64,64,64,70,70,70,300,2
70,70,70,70,70,70,64,64,64,70,70,70,311,2
70,70,70,70,70,70,76,76,76,70,70,70,779,1
70,70,70,60,60,60,70,70,70,64,64,64,861,1
70,70,70,80,80,80,70,70,70,60,60,60,716,1
60,60,60,70,70,70,66,66,66,70,70,70,829,2
70,70,70,70,70,70,70,70,70,76,76,76,680,2
80,80,80,70,70,70,62,62,62,70,70,70,387,2
70,70,70,80,80,80,70,70,70,62,62,62,123,1
70,70,70,60,60,60,70,70,70,72,72,72,601,2
70,70,70,80,80,80,70,70,70,60,60,60,914,1
70,70,70,60,60,60,70,70,70,64,64,64,102,1
70,70,70,80,80,80,70,70,70,78,78,78,692,2
60,60,60,70,70,70,60,60,60,70,70,70,1,2
70,70,70,70,70,70,70,70,70,76,76,76,845,2
70,70,70,60,60,60,70,70,70,68,68,68,665,1
80,80,80,70,70,70,78,78,78,70,70,70,758,1
60,60,60,70,70,70,76,76,76,70,70,70,603,1
70,70,70,70,70,70,80,80,80,70,70,70,253,1
60,60,60,70,70,70,60,60,60,70,70,70,661,2
70,70,70,70,70,70,64,64,64,70,70,70,575,2
70,70,70,70,70,70,60,60,60,70,70,70,705,2
70,70,70,70,70,70,68,68,68,70,70,70,82,2
70,70,70,70,70,70,70,70,70,64,64,64,47,1
70,70,70,70,70,70,70,70,70,72,72,72,381,2
70,70,70,70,70,70,70,70,70,80,80,80,121,2
70,70,70,70,70,70,70,70,70,70,70,70,446,2
70,70,70,80,80,80,70,70,70,78,78,78,593,2
70,70,70,60,60,60,70,70,70,70,70,70,468,2
70,70,70,70,70,70,78,78,78,70,70,70,483,1
80,80,80,70,70,70,64,64,64,70,70,70,619,2
70,70,70,70,70,70,70,70,70,66,66,66,114,1
70,70,70,60,60,60,70,70,70,62,62,62,332,1
70,70,70,70,70,70,70,70,70,66,66,66,543,1
70,70,70,70,70,70,70,70,70,66,66,66,48,1
70,70,70,80,80,80,70,70,70,78,78,78,131,2
70,70,70,70,70,70,80,80,80,70,70,70,616,1
70,70,70,70,70,70,70,70,70,78,78,78,681,2
60,60,60,70,70,70,72,72,72,70,70,70,238,1
70,70,70,80,80,80,70,70,70,62,62,62,222,1
70,70,70,80,80,80,70,70,70,72,72,72,260,2
70,70,70,70,70,70,70,70,70,66,66,66,807,1
70,70,70,60,60,60,70,70,70,76,76,76,306,2
70,70,70,60,60,60,70,70,70,78,78,78,373,2
70,70,70,70,70,70,68,68,68,70,70,70,247,2
70,70,70,60,60,60,70,70,70,64,64,64,432,1
70,70,70,60,60,60,70,70,70,64,64,64,729,1
60,60,60,70,70,70,70,70,70,70,70,70,369,1
70,70,70,70,70,70,80,80,80,70,70,70,583,1
70,70,70,70,70,70,70,70,70,80,80,80,748,2
80,80,80,70,70,70,78,78,78,70,70,70,956,1
80,80,80,70,70,70,76,76,76,70,70,70,988,1
70,70,70,70,70,70,70,70,70,76,76,76,185,2
70,70,70,60,60,60,70,70,70,72,72,72,931,2
70,70,70,70,70,70,70,70,70,66,66,66,180,1
70,70,70,70,70,70,70,70,70,64,64,64,476,1
70,70,70,80,80,80,70,70,70,80,80,80,825,2
70,70,70,60,60,60,70,70,70,62,62,62,68,1
80,80,80,70,70,70,74,74,74,70,70,70,228,1
70,70,70,60,60,60,70,70,70,66,66,66,37,1
70,70,70,60,60,60,70,70,70,60,60,60,100,1
70,70,70,60,60,60,70,70,70,62,62,62,959,1
70,70,70,70,70,70,74,74,74,70,70,70,646,1
70,70,70,80,80,80,70,70,70,68,68,68,522,1
70,70,70,70,70,70,60,60,60,70,70,70,78,2
70,70,70,70,70,70,72,72,72,70,70,70,348,1
70,70,70,70,70,70,62,62,62,70,70,70,112,2
80,80,80,70,70,70,80,80,80,70,70,70,33,1
70,70,70,80,80,80,70,70,70,74,74,74,30,2
70,70,70,80,80,80,70,70,70,76,76,76,559,2
70,70,70,80,80,80,70,70,70,78,78,78,923,2
60,60,60,70,70,70,62,62,62,70,70,70,101,2
70,70,70,60,60,60,70,70,70,78,78,78,142,2
70,70,70,80,80,80,70,70,70,78,78,78,362,2
70,70,70,60,60,60,70,70,70,72,72,72,7,2
70,70,70,70,70,70,64,64,64,70,70,70,971,2
70,70,70,70,70,70,70,70,70,62,62,62,409,1
60,60,60,70,70,70,74,74,74,70,70,70,767,1
70,70,70,60,60,60,70,70,70,60,60,60,34,1
70,70,70,60,60,60,70,70,70,64,64,64,960,1
80,80,80,70,70,70,78,78,78,70,70,70,527,1
80,80,80,70,70,70,72,72,72,70,70,70,524,1
70,70,70,70,70,70,70,70,70,68,68,68,907,1
70,70,70,70,70,70,70,70,70,68,68,68,610,1
70,70,70,80,80,80,70,70,70,62,62,62,882,1
70,70,70,80,80,80,70,70,70,64,64,64,25,1
70,70,70,60,60,60,70,70,70,64,64,64,69,1
60,60,60,70,70,70,66,66,66,70,70,70,202,2
70,70,70,60,60,60,70,70,70,74,74,74,866,2
80,80,80,70,70,70,66,66,66,70,70,70,59,2
70,70,70,70,70,70,74,74,74,70,70,70,514,1
70,70,70,80,80,80,70,70,70,80,80,80,66,2
70,70,70,70,70,70,68,68,68,70,70,70,313,2
70,70,70,70,70,70,68,68,68,70,70,70,445,2
80,80,80,70,70,70,72,72,72,70,70,70,293,1
70,70,70,70,70,70,70,70,70,60,60,60,441,1
60,60,60,70,70,70,74,74,74,70,70,70,734,1
70,70,70,70,70,70,70,70,70,68,68,68,841,1
70,70,70,60,60,60,70,70,70,70,70,70,6,2
70,70,70,60,60,60,70,70,70,74,74,74,602,2
70,70,70,70,70,70,78,78,78,70,70,70,747,1
70,70,70,70,70,70,70,70,70,70,70,70,479,2
70,70,70,70,70,70,70,70,70,72,72,72,513,2
80,80,80,70,70,70,62,62,62,70,70,70,948,2
70,70,70,80,80,80,70,70,70,78,78,78,65,2
70,70,70,70,70,70,70,70,70,64,64,64,113,1
